Transaction_ID,Date,Customer_ID,Category,Region,Quantity,Price_per_Unit,Payment_Method,Month,Total_Sales
TXN101103,2023-02-15 23:00:00,CUST1120,Toys,East,2,167.8,Online Payment,August,335.6
TXN101104,2023-02-16 00:00:00,CUST1154,Home Decor,South,6,199.87,Online Payment,September,1199.22
TXN101105,2023-02-16 01:00:00,CUST1301,Home Decor,West,6,228.56,Debit Card,December,1371.36
TXN101106,2023-02-16 02:00:00,CUST1443,Books,North,1,371.15,Online Payment,July,371.15
TXN101107,2023-02-16 03:00:00,CUST1061,Books,East,6,297.69,Debit Card,September,1786.14
TXN101108,2023-02-16 04:00:00,CUST1133,Electronics,South,2,480.79,Cash,January,961.58
TXN101109,2023-02-16 05:00:00,CUST1106,Books,South,4,169.72,Credit Card,May,678.88
TXN101110,2023-02-16 06:00:00,CUST1006,Toys,North,6,273.04,Credit Card,March,1638.24
TXN101111,2023-02-16 07:00:00,CUST1487,Electronics,East,3,407.6,Debit Card,September,1222.8
TXN101112,2023-02-16 08:00:00,CUST1326,Groceries,West,3,189.65,Debit Card,September,568.95
TXN101113,2023-02-16 09:00:00,CUST1304,Groceries,South,3,235.32,Debit Card,August,705.96
TXN101114,2023-02-16 10:00:00,CUST1408,Books,North,4,344.06,Cash,September,1376.24
TXN101115,2023-02-16 11:00:00,CUST1078,Toys,North,9,431.07,Cash,November,3879.63
TXN101116,2023-02-16 12:00:00,CUST1057,Electronics,South,4,210.76,Credit Card,October,843.04
TXN101117,2023-02-16 13:00:00,CUST1186,Clothing,North,4,268.32,Cash,March,1073.28
TXN101118,2023-02-16 14:00:00,CUST1082,Electronics,West,4,487.69,Cash,June,1950.76
TXN101119,2023-02-16 15:00:00,CUST1232,Home Decor,North,7,26.02,Debit Card,October,182.14
TXN101120,2023-02-16 16:00:00,CUST1488,Groceries,South,5,226.87,Debit Card,September,1134.35
TXN101121,2023-02-16 17:00:00,CUST1091,Electronics,South,2,319.81,Online Payment,July,639.62
TXN101122,2023-02-16 18:00:00,CUST1382,Electronics,North,7,9.17,Online Payment,August,64.19
TXN101123,2023-02-16 19:00:00,CUST1187,Home Decor,South,3,300.41,Online Payment,December,901.23
TXN101124,2023-02-16 20:00:00,CUST1319,Groceries,East,1,32.82,Online Payment,March,32.82
TXN101125,2023-02-16 21:00:00,CUST1249,Groceries,South,9,429.49,Credit Card,December,3865.41
TXN101126,2023-02-16 22:00:00,CUST1274,Home Decor,North,5,404.51,Debit Card,May,2022.55
TXN101127,2023-02-16 23:00:00,CUST1114,Books,North,1,20.97,Cash,February,20.97
TXN101128,2023-02-17 00:00:00,CUST1101,Toys,East,1,29.16,Online Payment,October,29.16
TXN101129,2023-02-17 01:00:00,CUST1217,Electronics,South,1,378.04,Credit Card,June,378.04
TXN101130,2023-02-17 02:00:00,CUST1489,Electronics,South,9,187.92,Online Payment,May,1691.28
TXN101131,2023-02-17 03:00:00,CUST1425,Groceries,East,8,289.64,Credit Card,February,2317.12
TXN101132,2023-02-17 04:00:00,CUST1238,Clothing,East,6,138.81,Credit Card,November,832.86
TXN101133,2023-02-17 05:00:00,CUST1467,Electronics,West,6,90.62,Credit Card,June,543.72
TXN101134,2023-02-17 06:00:00,CUST1499,Home Decor,North,6,151.56,Debit Card,August,909.36
TXN101135,2023-02-17 07:00:00,CUST1144,Clothing,South,4,127.12,Credit Card,February,508.48
TXN101136,2023-02-17 08:00:00,CUST1402,Clothing,North,5,226.91,Credit Card,August,1134.55
TXN101137,2023-02-17 09:00:00,CUST1353,Books,South,3,374.6,Debit Card,July,1123.8
TXN101138,2023-02-17 10:00:00,CUST1028,Electronics,West,3,279.29,Online Payment,March,837.87
TXN101139,2023-02-17 11:00:00,CUST1459,Home Decor,South,7,306.54,Online Payment,July,2145.78
TXN101140,2023-02-17 12:00:00,CUST1269,Books,North,5,237.69,Credit Card,October,1188.45
TXN101141,2023-02-17 13:00:00,CUST1348,Home Decor,South,8,165.74,Online Payment,July,1325.92
TXN101142,2023-02-17 14:00:00,CUST1296,Clothing,East,5,76.04,Online Payment,August,380.2
TXN101143,2023-02-17 15:00:00,CUST1053,Clothing,North,4,180.51,Debit Card,March,722.04
TXN101144,2023-02-17 16:00:00,CUST1088,Electronics,North,3,334.27,Debit Card,September,1002.81
TXN101145,2023-02-17 17:00:00,CUST1352,Groceries,North,2,368.22,Credit Card,October,736.44
TXN101146,2023-02-17 18:00:00,CUST1395,Electronics,South,3,237.24,Credit Card,March,711.72
TXN101147,2023-02-17 19:00:00,CUST1024,Electronics,South,7,324.27,Online Payment,June,2269.89
TXN101148,2023-02-17 20:00:00,CUST1177,Home Decor,West,8,109.22,Online Payment,August,873.76
TXN101149,2023-02-17 21:00:00,CUST1304,Home Decor,South,5,430.73,Debit Card,July,2153.65
TXN101150,2023-02-17 22:00:00,CUST1300,Toys,East,1,433.64,Cash,June,433.64
TXN101151,2023-02-17 23:00:00,CUST1414,Home Decor,West,3,163.56,Cash,June,490.68
TXN101152,2023-02-18 00:00:00,CUST1138,Toys,South,4,276.12,Credit Card,June,1104.48
TXN101153,2023-02-18 01:00:00,CUST1414,Groceries,East,4,305.3,Credit Card,February,1221.2
TXN101154,2023-02-18 02:00:00,CUST1147,Groceries,East,1,238.85,Credit Card,May,238.85
TXN101155,2023-02-18 03:00:00,CUST1353,Groceries,South,9,456.02,Online Payment,July,4104.18
TXN101156,2023-02-18 04:00:00,CUST1239,Groceries,South,4,371.16,Debit Card,June,1484.64
TXN101157,2023-02-18 05:00:00,CUST1322,Toys,West,2,337.89,Cash,October,675.78
TXN101158,2023-02-18 06:00:00,CUST1450,Clothing,North,9,262.45,Credit Card,October,2362.05
TXN101159,2023-02-18 07:00:00,CUST1396,Toys,South,4,47.0,Cash,September,188.0
TXN101160,2023-02-18 08:00:00,CUST1201,Electronics,South,4,58.37,Online Payment,April,233.48
TXN101161,2023-02-18 09:00:00,CUST1303,Groceries,South,6,153.01,Online Payment,February,918.06
TXN101162,2023-02-18 10:00:00,CUST1377,Books,East,8,109.7,Online Payment,May,877.6
TXN101163,2023-02-18 11:00:00,CUST1434,Toys,North,5,476.5,Credit Card,April,2382.5
TXN101164,2023-02-18 12:00:00,CUST1274,Groceries,North,8,207.86,Cash,January,1662.88
TXN101165,2023-02-18 13:00:00,CUST1441,Electronics,West,1,438.92,Credit Card,October,438.92
TXN101166,2023-02-18 14:00:00,CUST1277,Toys,West,4,409.95,Online Payment,October,1639.8
TXN101167,2023-02-18 15:00:00,CUST1015,Books,North,1,407.22,Credit Card,June,407.22
TXN101168,2023-02-18 16:00:00,CUST1047,Toys,North,3,111.78,Debit Card,April,335.34
TXN101169,2023-02-18 17:00:00,CUST1091,Groceries,South,7,226.42,Cash,March,1584.94
TXN101170,2023-02-18 18:00:00,CUST1344,Electronics,West,1,162.39,Cash,February,162.39
TXN101171,2023-02-18 19:00:00,CUST1397,Toys,North,5,485.35,Debit Card,September,2426.75
TXN101172,2023-02-18 20:00:00,CUST1085,Electronics,West,1,438.99,Online Payment,October,438.99
TXN101173,2023-02-18 21:00:00,CUST1176,Clothing,North,6,128.71,Debit Card,April,772.26
TXN101174,2023-02-18 22:00:00,CUST1387,Books,East,9,160.19,Online Payment,February,1441.71
TXN101175,2023-02-18 23:00:00,CUST1208,Home Decor,North,3,266.81,Cash,November,800.43
TXN101176,2023-02-19 00:00:00,CUST1409,Electronics,West,6,142.91,Credit Card,June,857.46
TXN101177,2023-02-19 01:00:00,CUST1067,Books,East,4,413.14,Online Payment,November,1652.56
TXN101178,2023-02-19 02:00:00,CUST1032,Groceries,South,6,410.52,Credit Card,April,2463.12
TXN101179,2023-02-19 03:00:00,CUST1273,Books,East,2,363.55,Cash,January,727.1
TXN101180,2023-02-19 04:00:00,CUST1111,Home Decor,West,4,346.21,Credit Card,June,1384.84
TXN101181,2023-02-19 05:00:00,CUST1213,Groceries,North,7,275.91,Credit Card,November,1931.37
TXN101182,2023-02-19 06:00:00,CUST1050,Toys,East,6,176.82,Debit Card,September,1060.92
TXN101183,2023-02-19 07:00:00,CUST1381,Clothing,South,9,419.28,Cash,December,3773.52
TXN101184,2023-02-19 08:00:00,CUST1008,Electronics,North,7,430.12,Credit Card,July,3010.84
TXN101185,2023-02-19 09:00:00,CUST1441,Home Decor,East,1,29.51,Online Payment,June,29.51
TXN101186,2023-02-19 10:00:00,CUST1287,Toys,North,6,202.32,Credit Card,May,1213.92
TXN101187,2023-02-19 11:00:00,CUST1277,Home Decor,East,3,18.18,Online Payment,September,54.54
TXN101188,2023-02-19 12:00:00,CUST1020,Toys,North,8,420.54,Online Payment,April,3364.32
TXN101189,2023-02-19 13:00:00,CUST1077,Groceries,South,1,92.66,Debit Card,April,92.66
TXN101190,2023-02-19 14:00:00,CUST1184,Clothing,South,2,338.56,Debit Card,November,677.12
TXN101191,2023-02-19 15:00:00,CUST1252,Books,West,3,181.9,Online Payment,September,545.7
TXN101192,2023-02-19 16:00:00,CUST1422,Electronics,West,3,408.95,Online Payment,September,1226.85
TXN101193,2023-02-19 17:00:00,CUST1337,Toys,North,7,257.3,Debit Card,January,1801.1
TXN101194,2023-02-19 18:00:00,CUST1020,Electronics,North,8,165.58,Credit Card,July,1324.64
TXN101195,2023-02-19 19:00:00,CUST1406,Electronics,West,9,165.32,Credit Card,August,1487.88
TXN101196,2023-02-19 20:00:00,CUST1036,Books,East,7,166.83,Cash,February,1167.81
TXN101197,2023-02-19 21:00:00,CUST1436,Toys,East,8,395.35,Debit Card,October,3162.8
TXN101198,2023-02-19 22:00:00,CUST1207,Electronics,North,6,357.0,Debit Card,February,2142.0
TXN101199,2023-02-19 23:00:00,CUST1448,Electronics,North,2,163.01,Credit Card,August,326.02
TXN101200,2023-02-20 00:00:00,CUST1333,Electronics,West,1,247.65,Credit Card,May,247.65
TXN101201,2023-02-20 01:00:00,CUST1087,Home Decor,North,3,42.7,Debit Card,March,128.1
TXN101202,2023-02-20 02:00:00,CUST1368,Groceries,East,9,414.61,Cash,June,3731.49
TXN101203,2023-02-20 03:00:00,CUST1025,Clothing,North,7,136.65,Credit Card,February,956.55
TXN101204,2023-02-20 04:00:00,CUST1377,Groceries,South,2,445.17,Online Payment,September,890.34
TXN101205,2023-02-20 05:00:00,CUST1335,Books,West,1,300.41,Cash,November,300.41
TXN101206,2023-02-20 06:00:00,CUST1204,Electronics,East,2,286.07,Online Payment,July,572.14
TXN101207,2023-02-20 07:00:00,CUST1368,Toys,West,3,85.55,Credit Card,October,256.65
TXN101208,2023-02-20 08:00:00,CUST1124,Books,South,6,39.42,Cash,August,236.52
TXN101209,2023-02-20 09:00:00,CUST1235,Home Decor,West,9,278.55,Cash,December,2506.95
TXN101210,2023-02-20 10:00:00,CUST1032,Clothing,South,8,236.65,Cash,June,1893.2
TXN101211,2023-02-20 11:00:00,CUST1116,Toys,East,9,64.24,Credit Card,November,578.16
TXN101212,2023-02-20 12:00:00,CUST1462,Home Decor,North,8,418.62,Debit Card,July,3348.96
TXN101213,2023-02-20 13:00:00,CUST1191,Home Decor,North,7,211.53,Debit Card,July,1480.71
TXN101214,2023-02-20 14:00:00,CUST1475,Groceries,South,6,133.93,Credit Card,November,803.58
TXN101215,2023-02-20 15:00:00,CUST1173,Clothing,East,8,395.19,Debit Card,August,3161.52
TXN101216,2023-02-20 16:00:00,CUST1317,Groceries,West,6,456.97,Online Payment,February,2741.82
TXN101217,2023-02-20 17:00:00,CUST1181,Home Decor,East,2,156.45,Cash,August,312.9
TXN101218,2023-02-20 18:00:00,CUST1454,Toys,South,9,389.1,Cash,November,3501.9
TXN101219,2023-02-20 19:00:00,CUST1453,Books,East,9,328.0,Online Payment,June,2952.0
TXN101220,2023-02-20 20:00:00,CUST1319,Clothing,South,3,494.92,Credit Card,December,1484.76
TXN101221,2023-02-20 21:00:00,CUST1055,Clothing,South,9,105.98,Cash,March,953.82
TXN101222,2023-02-20 22:00:00,CUST1163,Electronics,West,2,480.54,Online Payment,May,961.08
TXN101223,2023-02-20 23:00:00,CUST1064,Electronics,West,3,161.06,Cash,November,483.18
TXN101224,2023-02-21 00:00:00,CUST1201,Toys,West,6,208.92,Credit Card,January,1253.52
TXN101225,2023-02-21 01:00:00,CUST1225,Books,North,4,182.62,Debit Card,October,730.48
TXN101226,2023-02-21 02:00:00,CUST1461,Electronics,East,8,137.88,Online Payment,August,1103.04
TXN101227,2023-02-21 03:00:00,CUST1194,Electronics,East,1,348.15,Credit Card,December,348.15
TXN101228,2023-02-21 04:00:00,CUST1386,Home Decor,South,6,296.63,Cash,June,1779.78
TXN101229,2023-02-21 05:00:00,CUST1040,Clothing,East,2,156.32,Credit Card,September,312.64
TXN101230,2023-02-21 06:00:00,CUST1224,Home Decor,East,6,70.45,Credit Card,July,422.7
TXN101231,2023-02-21 07:00:00,CUST1362,Clothing,West,1,162.1,Online Payment,February,162.1
TXN101232,2023-02-21 08:00:00,CUST1212,Groceries,North,2,193.71,Cash,April,387.42
TXN101233,2023-02-21 09:00:00,CUST1078,Electronics,East,9,193.42,Debit Card,November,1740.78
TXN101234,2023-02-21 10:00:00,CUST1294,Home Decor,West,6,181.84,Debit Card,October,1091.04
TXN101235,2023-02-21 11:00:00,CUST1208,Clothing,West,8,29.12,Online Payment,April,232.96
TXN101236,2023-02-21 12:00:00,CUST1449,Clothing,North,7,234.7,Debit Card,May,1642.9
TXN101237,2023-02-21 13:00:00,CUST1413,Home Decor,North,9,418.92,Credit Card,August,3770.28
TXN101238,2023-02-21 14:00:00,CUST1496,Books,West,9,94.28,Credit Card,May,848.52
TXN101239,2023-02-21 15:00:00,CUST1178,Groceries,North,4,77.1,Debit Card,November,308.4
TXN101240,2023-02-21 16:00:00,CUST1278,Clothing,North,7,238.57,Credit Card,November,1669.99
TXN101241,2023-02-21 17:00:00,CUST1441,Home Decor,North,5,188.45,Debit Card,October,942.25
TXN101242,2023-02-21 18:00:00,CUST1204,Groceries,South,7,282.83,Credit Card,June,1979.81
TXN101243,2023-02-21 19:00:00,CUST1473,Toys,East,4,473.8,Cash,January,1895.2
TXN101244,2023-02-21 20:00:00,CUST1448,Toys,South,1,381.64,Debit Card,January,381.64
TXN101245,2023-02-21 21:00:00,CUST1383,Groceries,South,4,345.09,Online Payment,May,1380.36
TXN101246,2023-02-21 22:00:00,CUST1099,Toys,West,3,210.89,Debit Card,May,632.67
TXN101247,2023-02-21 23:00:00,CUST1198,Groceries,South,9,147.24,Credit Card,February,1325.16
TXN101248,2023-02-22 00:00:00,CUST1439,Groceries,East,5,272.43,Online Payment,September,1362.15
TXN101249,2023-02-22 01:00:00,CUST1028,Toys,South,4,443.29,Online Payment,June,1773.16
TXN101250,2023-02-22 02:00:00,CUST1068,Electronics,North,8,438.99,Online Payment,November,3511.92
TXN101251,2023-02-22 03:00:00,CUST1400,Home Decor,West,5,225.53,Cash,January,1127.65
TXN101252,2023-02-22 04:00:00,CUST1185,Toys,South,3,126.88,Online Payment,January,380.64
TXN101253,2023-02-22 05:00:00,CUST1125,Books,South,2,116.55,Cash,December,233.1
TXN101254,2023-02-22 06:00:00,CUST1442,Electronics,East,8,21.82,Online Payment,July,174.56
TXN101255,2023-02-22 07:00:00,CUST1193,Home Decor,North,2,422.12,Credit Card,January,844.24
TXN101256,2023-02-22 08:00:00,CUST1263,Books,East,8,136.09,Online Payment,April,1088.72
TXN101257,2023-02-22 09:00:00,CUST1250,Home Decor,North,5,182.7,Online Payment,January,913.5
TXN101258,2023-02-22 10:00:00,CUST1097,Toys,East,8,405.56,Debit Card,August,3244.48
TXN101259,2023-02-22 11:00:00,CUST1475,Groceries,East,5,64.41,Cash,November,322.05
TXN101260,2023-02-22 12:00:00,CUST1074,Home Decor,West,1,233.31,Credit Card,December,233.31
TXN101261,2023-02-22 13:00:00,CUST1415,Home Decor,West,2,65.56,Credit Card,October,131.12
TXN101262,2023-02-22 14:00:00,CUST1032,Home Decor,South,6,223.72,Online Payment,September,1342.32
TXN101263,2023-02-22 15:00:00,CUST1317,Electronics,North,3,28.33,Online Payment,May,84.99
TXN101264,2023-02-22 16:00:00,CUST1076,Groceries,East,8,261.22,Debit Card,April,2089.76
TXN101265,2023-02-22 17:00:00,CUST1092,Books,South,5,398.88,Online Payment,July,1994.4
TXN101266,2023-02-22 18:00:00,CUST1168,Toys,West,3,339.77,Cash,April,1019.31
TXN101267,2023-02-22 19:00:00,CUST1448,Groceries,North,7,257.04,Online Payment,May,1799.28
TXN101268,2023-02-22 20:00:00,CUST1142,Clothing,West,8,415.24,Cash,September,3321.92
TXN101269,2023-02-22 21:00:00,CUST1185,Clothing,North,4,117.76,Debit Card,July,471.04
TXN101270,2023-02-22 22:00:00,CUST1024,Groceries,North,9,416.24,Debit Card,February,3746.16
TXN101271,2023-02-22 23:00:00,CUST1413,Home Decor,East,6,141.8,Credit Card,June,850.8
TXN101272,2023-02-23 00:00:00,CUST1282,Electronics,East,1,184.43,Cash,December,184.43
TXN101273,2023-02-23 01:00:00,CUST1484,Home Decor,South,5,68.57,Credit Card,July,342.85
TXN101274,2023-02-23 02:00:00,CUST1468,Groceries,North,5,55.37,Credit Card,June,276.85
TXN101275,2023-02-23 03:00:00,CUST1011,Books,North,7,466.4,Credit Card,September,3264.8
TXN101276,2023-02-23 04:00:00,CUST1199,Groceries,East,7,99.04,Credit Card,September,693.28
TXN101277,2023-02-23 05:00:00,CUST1315,Home Decor,East,6,169.98,Online Payment,August,1019.88
TXN101278,2023-02-23 06:00:00,CUST1138,Electronics,North,8,266.93,Debit Card,October,2135.44
TXN101279,2023-02-23 07:00:00,CUST1010,Electronics,South,2,177.19,Credit Card,April,354.38
TXN101280,2023-02-23 08:00:00,CUST1314,Groceries,West,7,435.72,Debit Card,May,3050.04
TXN101281,2023-02-23 09:00:00,CUST1225,Toys,East,7,450.85,Cash,January,3155.95
TXN101282,2023-02-23 10:00:00,CUST1287,Clothing,East,4,166.37,Online Payment,November,665.48
TXN101283,2023-02-23 11:00:00,CUST1410,Home Decor,North,2,50.55,Credit Card,May,101.1
TXN101284,2023-02-23 12:00:00,CUST1477,Clothing,West,4,109.03,Credit Card,September,436.12
TXN101285,2023-02-23 13:00:00,CUST1238,Toys,South,4,239.82,Debit Card,July,959.28
TXN101286,2023-02-23 14:00:00,CUST1420,Electronics,South,6,147.8,Online Payment,October,886.8
TXN101287,2023-02-23 15:00:00,CUST1105,Groceries,West,7,229.47,Online Payment,December,1606.29
TXN101288,2023-02-23 16:00:00,CUST1422,Electronics,West,3,380.56,Credit Card,April,1141.68
TXN101289,2023-02-23 17:00:00,CUST1491,Clothing,West,1,213.22,Online Payment,September,213.22
TXN101290,2023-02-23 18:00:00,CUST1464,Toys,East,3,102.51,Online Payment,December,307.53
TXN101291,2023-02-23 19:00:00,CUST1333,Groceries,North,9,182.19,Cash,May,1639.71
TXN101292,2023-02-23 20:00:00,CUST1442,Toys,East,1,372.78,Credit Card,February,372.78
TXN101293,2023-02-23 21:00:00,CUST1287,Electronics,South,8,214.91,Debit Card,April,1719.28
TXN101294,2023-02-23 22:00:00,CUST1255,Groceries,North,2,128.52,Online Payment,August,257.04
TXN101295,2023-02-23 23:00:00,CUST1467,Books,South,6,216.57,Online Payment,January,1299.42
TXN101296,2023-02-24 00:00:00,CUST1050,Books,West,3,230.13,Credit Card,August,690.39
TXN101297,2023-02-24 01:00:00,CUST1419,Books,East,7,151.71,Online Payment,September,1061.97
TXN101298,2023-02-24 02:00:00,CUST1431,Books,North,2,497.86,Credit Card,August,995.72
TXN101299,2023-02-24 03:00:00,CUST1275,Groceries,North,4,384.97,Online Payment,January,1539.88
TXN101300,2023-02-24 04:00:00,CUST1469,Electronics,North,9,347.77,Credit Card,April,3129.93
TXN101301,2023-02-24 05:00:00,CUST1103,Toys,North,6,428.16,Debit Card,November,2568.96
TXN101302,2023-02-24 06:00:00,CUST1326,Groceries,North,4,334.88,Cash,April,1339.52
TXN101303,2023-02-24 07:00:00,CUST1456,Home Decor,North,2,396.54,Cash,January,793.08
TXN101304,2023-02-24 08:00:00,CUST1148,Clothing,North,9,209.2,Credit Card,February,1882.8
TXN101305,2023-02-24 09:00:00,CUST1457,Electronics,West,4,252.68,Online Payment,May,1010.72
TXN101306,2023-02-24 10:00:00,CUST1061,Toys,South,9,28.26,Cash,February,254.34
TXN101307,2023-02-24 11:00:00,CUST1387,Home Decor,South,2,143.92,Cash,February,287.84
TXN101308,2023-02-24 12:00:00,CUST1029,Groceries,South,7,187.17,Debit Card,September,1310.19
TXN101309,2023-02-24 13:00:00,CUST1027,Toys,East,5,314.61,Credit Card,March,1573.05
TXN101310,2023-02-24 14:00:00,CUST1328,Books,East,8,234.78,Online Payment,July,1878.24
TXN101311,2023-02-24 15:00:00,CUST1003,Toys,South,8,305.88,Debit Card,November,2447.04
TXN101312,2023-02-24 16:00:00,CUST1224,Groceries,South,4,358.1,Online Payment,January,1432.4
TXN101313,2023-02-24 17:00:00,CUST1200,Electronics,West,4,26.15,Cash,July,104.6
TXN101314,2023-02-24 18:00:00,CUST1166,Home Decor,East,8,132.85,Credit Card,December,1062.8
TXN101315,2023-02-24 19:00:00,CUST1277,Groceries,East,3,89.6,Debit Card,January,268.8
TXN101316,2023-02-24 20:00:00,CUST1150,Clothing,East,7,97.79,Cash,July,684.53
TXN101317,2023-02-24 21:00:00,CUST1264,Toys,North,8,254.05,Cash,September,2032.4
TXN101318,2023-02-24 22:00:00,CUST1148,Home Decor,North,8,371.29,Cash,March,2970.32
TXN101319,2023-02-24 23:00:00,CUST1492,Clothing,West,4,140.02,Debit Card,December,560.08
TXN101320,2023-02-25 00:00:00,CUST1496,Toys,East,9,413.1,Cash,December,3717.9
TXN101321,2023-02-25 01:00:00,CUST1493,Electronics,East,4,446.77,Credit Card,February,1787.08
TXN101322,2023-02-25 02:00:00,CUST1124,Electronics,North,8,178.51,Debit Card,August,1428.08
TXN101323,2023-02-25 03:00:00,CUST1437,Toys,West,6,342.27,Cash,October,2053.62
TXN101324,2023-02-25 04:00:00,CUST1365,Groceries,North,5,62.94,Cash,August,314.7
TXN101325,2023-02-25 05:00:00,CUST1387,Groceries,East,4,373.29,Credit Card,July,1493.16
TXN101326,2023-02-25 06:00:00,CUST1415,Toys,East,5,86.69,Credit Card,May,433.45
TXN101327,2023-02-25 07:00:00,CUST1405,Toys,South,1,345.27,Online Payment,November,345.27
TXN101328,2023-02-25 08:00:00,CUST1289,Clothing,West,7,213.84,Online Payment,July,1496.88
TXN101329,2023-02-25 09:00:00,CUST1119,Home Decor,North,8,464.59,Credit Card,August,3716.72
TXN101330,2023-02-25 10:00:00,CUST1489,Toys,South,9,234.91,Online Payment,January,2114.19
TXN101331,2023-02-25 11:00:00,CUST1014,Groceries,East,3,20.3,Cash,June,60.9
TXN101332,2023-02-25 12:00:00,CUST1388,Home Decor,East,9,242.93,Online Payment,August,2186.37
TXN101333,2023-02-25 13:00:00,CUST1003,Books,East,5,398.77,Online Payment,May,1993.85
TXN101334,2023-02-25 14:00:00,CUST1142,Toys,South,6,325.31,Debit Card,March,1951.86
TXN101335,2023-02-25 15:00:00,CUST1221,Clothing,North,1,483.33,Cash,January,483.33
TXN101336,2023-02-25 16:00:00,CUST1032,Toys,East,9,422.42,Online Payment,June,3801.78
TXN101337,2023-02-25 17:00:00,CUST1116,Groceries,East,9,265.64,Credit Card,January,2390.76
TXN101338,2023-02-25 18:00:00,CUST1360,Toys,North,6,107.23,Debit Card,November,643.38
TXN101339,2023-02-25 19:00:00,CUST1416,Electronics,North,8,6.87,Credit Card,January,54.96
TXN101340,2023-02-25 20:00:00,CUST1161,Clothing,North,4,490.35,Online Payment,September,1961.4
TXN101341,2023-02-25 21:00:00,CUST1429,Books,North,5,469.47,Debit Card,January,2347.35
TXN101342,2023-02-25 22:00:00,CUST1333,Electronics,North,5,140.7,Debit Card,January,703.5
TXN101343,2023-02-25 23:00:00,CUST1366,Clothing,West,7,320.92,Credit Card,January,2246.44
TXN101344,2023-02-26 00:00:00,CUST1213,Books,East,7,365.97,Credit Card,February,2561.79
TXN101345,2023-02-26 01:00:00,CUST1001,Books,West,7,291.12,Online Payment,September,2037.84
TXN101346,2023-02-26 02:00:00,CUST1363,Clothing,North,5,422.27,Debit Card,November,2111.35
TXN101347,2023-02-26 03:00:00,CUST1274,Electronics,South,4,43.52,Online Payment,March,174.08
TXN101348,2023-02-26 04:00:00,CUST1312,Clothing,South,8,448.76,Cash,July,3590.08
TXN101349,2023-02-26 05:00:00,CUST1357,Electronics,South,1,199.05,Cash,January,199.05
TXN101350,2023-02-26 06:00:00,CUST1437,Home Decor,North,1,242.94,Debit Card,December,242.94
TXN101351,2023-02-26 07:00:00,CUST1488,Toys,West,6,225.14,Online Payment,July,1350.84
TXN101352,2023-02-26 08:00:00,CUST1322,Toys,West,2,267.99,Credit Card,March,535.98
TXN101353,2023-02-26 09:00:00,CUST1255,Books,South,3,301.09,Credit Card,January,903.27
TXN101354,2023-02-26 10:00:00,CUST1455,Toys,West,4,356.62,Credit Card,February,1426.48
TXN101355,2023-02-26 11:00:00,CUST1020,Groceries,West,2,264.85,Debit Card,February,529.7
TXN101356,2023-02-26 12:00:00,CUST1197,Groceries,East,7,343.96,Online Payment,October,2407.72
TXN101357,2023-02-26 13:00:00,CUST1142,Home Decor,North,1,172.46,Debit Card,October,172.46
TXN101358,2023-02-26 14:00:00,CUST1290,Toys,South,3,468.66,Online Payment,January,1405.98
TXN101359,2023-02-26 15:00:00,CUST1442,Home Decor,North,2,36.94,Debit Card,July,73.88
TXN101360,2023-02-26 16:00:00,CUST1435,Clothing,West,9,275.04,Debit Card,September,2475.36
TXN101361,2023-02-26 17:00:00,CUST1350,Groceries,East,8,48.26,Cash,September,386.08
TXN101362,2023-02-26 18:00:00,CUST1126,Electronics,North,3,224.17,Online Payment,August,672.51
TXN101363,2023-02-26 19:00:00,CUST1241,Books,East,5,132.5,Online Payment,January,662.5
TXN101364,2023-02-26 20:00:00,CUST1191,Home Decor,North,3,468.77,Credit Card,December,1406.31
TXN101365,2023-02-26 21:00:00,CUST1320,Toys,West,6,11.47,Debit Card,December,68.82
TXN101366,2023-02-26 22:00:00,CUST1408,Books,East,5,198.65,Cash,October,993.25
TXN101367,2023-02-26 23:00:00,CUST1003,Toys,North,2,392.11,Online Payment,January,784.22
TXN101368,2023-02-27 00:00:00,CUST1146,Electronics,North,8,98.29,Online Payment,October,786.32
TXN101369,2023-02-27 01:00:00,CUST1145,Clothing,North,6,408.72,Online Payment,January,2452.32
TXN101370,2023-02-27 02:00:00,CUST1240,Home Decor,West,3,430.56,Credit Card,May,1291.68
TXN101371,2023-02-27 03:00:00,CUST1453,Electronics,West,1,355.46,Credit Card,March,355.46
TXN101372,2023-02-27 04:00:00,CUST1313,Groceries,North,5,108.49,Debit Card,April,542.45
TXN101373,2023-02-27 05:00:00,CUST1027,Toys,North,2,139.66,Credit Card,March,279.32
TXN101374,2023-02-27 06:00:00,CUST1326,Home Decor,North,2,87.63,Credit Card,July,175.26
TXN101375,2023-02-27 07:00:00,CUST1426,Groceries,West,9,96.11,Online Payment,December,864.99
TXN101376,2023-02-27 08:00:00,CUST1485,Groceries,West,7,23.06,Debit Card,November,161.42
TXN101377,2023-02-27 09:00:00,CUST1162,Electronics,East,6,429.37,Cash,July,2576.22
TXN101378,2023-02-27 10:00:00,CUST1383,Home Decor,North,1,266.61,Cash,April,266.61
TXN101379,2023-02-27 11:00:00,CUST1284,Electronics,North,2,167.24,Debit Card,December,334.48
TXN101380,2023-02-27 12:00:00,CUST1421,Home Decor,East,7,148.34,Credit Card,May,1038.38
TXN101381,2023-02-27 13:00:00,CUST1125,Electronics,South,3,274.62,Credit Card,June,823.86
